HolderAddress,TokenAmount
0x3c0147890b88e3e87b42deeb3f8d646c50be0db5,5
0x33ba3aa6ebf9b8f69142f6251a66819899f46cb3,5
0x1ece09b936922ca9c98657433744dc8411f3a497,5
0x00c432be312c7326b983c19760d07bc76b9bc68f,5
0xaf7c1f5faf53b58e333d28af3b548273c534d6dd,5
0x6f68bbe0f66095e20d6c9bd1e70e2855db7da9c0,5
0xf05e8e7f299b2e3c12e629d214334fb63b6c3896,5
0x8667b6ebfeb87e697571870f85a06b7fb9146be9,5
0x107bd02dcb7bf79b679e1d0ce5e2b871ced1db51,5
0x71d4e450fa22009ae1e09b7e91bab1e3551dc1ec,5
0x5488d9881cbbf84ee0a53c9874c6b0a6e6758a28,5
0xeb8403366443ff0ec62c93ed88cb12fb01d4be76,5
0x8b60e4c0f7089d2a3e85b6132216bd14233973f0,5
0xbf746bdc7b7386d989ce254884d50465efacabd3,5
0x18b2b4dc29fc2242887470cfaa4b3a1adc437d8f,5
0x74c9bab3669fbc5fe5c5f4475ab600bb7f11c47e,5
0x8820807256c96b0938ba7e26720a4f53411bcaf0,5
0x3c07fd7df33dc84056e54262156d1dfa6c440a9f,5
0xbdfd36a3f70861de3f4de16d0f87c6e92451b7b0,5
0x355185e3eafff8fcfce0421c560303b706c8cf68,5
0x10b6d83b1acca229c93bdfb6d5363960576d0795,5
0x40f0b23a24071f5f44b363deafcf3c6cbcea0946,5
0xf5d4a3b9fb77d1d5600a10e0e1c4efd12f9be751,5
0xa4c8bb4658bc44bac430699c8b7b13dab28e0f4e,5
0x972f8495f12a9d70785c34ca836e995067994d7e,5
0x7c6553933a471b43ce3a76a02245c5162c82522c,5
0xf7a4e695d5b0486a0c03ba0490ad9ed8bf79e9cd,5
0x7a005d77d8ca59bb2c9fbf5792d57b29d1114d89,5
0xb630cb13adb127ae4ad667976f20f449225d1e8b,5
0x9074d355fdad4288d95825474ccc754cf3cb616c,5
0x5d931c7560122b2e657d189ccc20cbac6fc80ff8,5
0x23f94c9b10ac61b257c0b1e0bb34b240c4b917b1,5
0xf76b78ff77c51f2ce37631c60082966cf86818e2,5
0x27604f8977476d56011b3daba5b4aaabda98a413,5
0x2ddc237af7b1472aabe73cf6278a6f89226684ec,5
0xffcf112e3164b88c19a111021e34fc9ddb1690e1,5
0x3f6a881cc8aab6b200d14b84e16af1ff1efe4b0a,5
0x83074bbcb13a6f5d22402b7d2dbff64e89a3cf25,5
0xccc600f36682c5c963cadd04802a8996c380d1c8,5
0xeec3c0081c941001a59d3ef01b124d794a20db3f,5
0x3833197d48c697455eec36d82e9917c9cc8d0c55,4
0x0372082fb4022bb6d23dab9612afaa6f6a88ca87,4
0x6bc29c5d17976959cc7a38bca2ead5f15110dd99,4
0x616d44878c745ebccdfeb759305564b232c1431a,4
0x525d4afe04716f23a9261df0d191d39e9496f54b,4
0xa607353ef9c3ab9081305118a64c2b1d8350f9ae,4
0x589124027f2637cab0686def556bfd1617302672,4
0x13a37fea8b4a55d7e9bd7b61ac80dda496f9ec56,4
0x283c27705af410fee8aa0f76f6cc8c3d27afe559,4
0xd3a15ffebea117ad00d65bd74057b1b7041244a0,4
0x9021748b9fb35d7d9e82cad87d09c535f8f389da,4
0x64e455b205abd81f01fc3e491ff19030c397e466,4
0x1d861a8e5f295a7ae9381f9bbf5f1c6d70a67298,4
0x3b88b4260b538073b061f86184fc1b84ead7a8ee,4
0xc6e56268caf48f25d261d6698ee2a7e81f5ae2eb,4
0xba15e64df1bc50c249f7de8ef1ac8b2a9bfc87ba,4
0x6a11bbcd712d807d7c61eb456b2156e4e067b9ed,4
0x2084bda155279f88cc579bcb6d9bacfc9fe05998,4
0x1642c8b161bc2a6929c6a38fafda12130f0f7780,4
0x96fd61202a698ee3eac21e247a6b209ea5ffeb91,4
0x9ea235b9cbd523353fa79e67c788f034ba94e889,4
0x0bebc821cdfc0776cd5bd79bd8a99247ba1164f2,4
0xa2040d6b10595ecba2f751737b4a931a868f0655,4
0x864098f67cbd6af5b178b8768bb702a22b8b1b21,4
0x05e0124b7acc95a7a3932051939fe2d0211f3de9,4
0x28583f507bdcc78296bbae0f5fb7b1ea7a49eab3,4
0xe495459c945141f78dc6d2e2b8cde7fce6de4bcd,4
0x7498afb52e25e303f231ce48fbb54c6c70e2ce7d,4
0x80894c9c28918626dd9a2cab6387cc032cc38d8d,4
0x2a357c6bc693cd8b95d04ed8888f27356acb4aa1,4
0x4a922320b7df82d4b282003813ba7857ab26b676,4
0x131bd365299fc00a9b0fa2b9ca3d4c51f365c1bf,4
0x572c2b7aa6cf579b3958fd8ec518c9f8132ff6cf,4
0x4ce509ce68bfbcf7caebd63bbec0998d44371d9f,4
0x88266282cc2814db2c721cbd63851d88a3bf316c,4
0xa65e18e6307802d7600b822e7d2459e294aac875,4
0x7772881a615cd2d326ebe0475a78f9d2963074b7,4
0x578241ed8b42d4a539651d5ceb942ccc4e61318a,4
0x325f3e565e17b7cbc1161d0890f91921a4285dd0,4
0x5cbf0e5f6810f26f803af12ffbcf6b039fbea06e,4
0x7588661dd5a0c891faa3bd680023d4b835b082a5,4
0x6c0f73a620da46b845a2ef66ef511b7dd999e866,4
0xa26ad9cf5d06602bb8ee694773a7adbc935c9e06,4
0x3fbcb5e201976840e984acb3c8df0967431c2964,4
0x410154de3c7deab3ab5d9edc5324ef49a8fe8461,4
0xc2079e5b077eae969dbeca3747bb855ae9df8f3f,4
0xa752ff930461aaf03c52af57afeaec75d4cf4e4a,4
0x14be9b6098b0a924cab4be5fb1a572f5d312d85c,4
0x895d1b625c05862751c6a5d9de5475b040b3068a,4
0x15ee8953d78bd40b964691a537436fe029a9a2ba,4
0xac30e0dd01419e54a47bfdb0b6b5cce77d52ef55,4
0x092a4dadbd81cb100675ff3e3e3bb9a2e1a51345,4
0xe32ab2bd406f3b89a2180152f4c8b33794b92994,4
0xd8810a7da2107c75e4116663ecffc163551a25c0,4
0x5845e23f4d83a52ab4a686e64d1dd80b7ed3e0af,4
0xae88f6a642bcdc56169ef1cc3d2a1b8215935348,4
0x952cd4dbfccd554946f36583bdfaecf24e1185cb,4
0x662d5d79849113a5403af776210307a7c82a5267,4
0xa2a78ae7397a8c307aefc30987e1b2c2bb6f7f81,4
0xbd5d037d13579fb4525ca8a1db36fb10d77db95a,4
0xdc4b80ca6f031876a953a7c3554b95ee5aef4cff,4
0x965a47130a64204d9937f8a772eb572fe319e040,4
0x12c9e47c6cd4f9a26c5511941d1092fb4ab7b794,4
0x66a51d2248588269696654f3f2de33c878b5f1fe,4
0x3d1c7dcbf883c0717bbec30aed5a616bd9002b01,4
0x57129022f2aa3b0305a039cf5d85c980a36c4841,4
0xc5c08107950750c24861758671846959205b495b,4
0xe49adb1720eb49e585600b42009ae958767aa569,4
0x0d4178564cbf36e7eb7166bd9292080d2f7484c2,4
0x75ddb7ab958135bbe2dab48d6286826f6aa5e3b4,4
0x2658b7a45fef1983bccdb0e0a0e3f2a6420c6ea2,4
0xdef7d28c6307f16120a3e0b44013ee62ab6517d1,4
0x7ce5039a2383ba2cdf57df1a8bd353e021c37492,4
0x4249591c8bf2277f990153b4326e5321821ec353,4
0x1108f57e2cded45ae83f2bae0c7299fd4a213f20,4
0x2eb2d66c929ade69ed7908a88c6965810a7c6d7e,4
0x64b250f20852cd6abed687750ccceb9fcf0532fe,4
0x6cad4ffcccbb244e478547f15561f1a3ed43d297,4
0x456580b040808a70cc320a477a47e6bb793fdb5a,4
0x35eef2e74ddc0c1446e486b1b16523b43118fb16,4
0xa672d5b91e8695ea9803c696a32d90537a274a63,4
0x824de5d1236c5285914f4a3929f917d03c95096b,4
0x128b0331d28ef527994e8a705484017697d025d1,4
0x3a6f996e0d052cd61a9bfa0af8fbf53ab4b214d6,4
0xd537413a3651fe87443526c38977b9ce86448696,4
0x894c0ae2ae192e2d315245ec60498e73fc671eeb,3
0xf95d1b96319583be65a67ac51aa0695941573bd0,3
0x7d355113ce55db91963c7c49d162edf70fc3449a,3
0x785c49be9ac1c552d3615e0ea826cc443a6c36dc,3
0x963352d2cb9ca570c673e5f43219dc4ae09ad0ae,3
0x7a55332ad75498f3f9329c41064ea9102b65b8c7,3
0x377f9142b91a6232496cf5504b6671346ea37f51,3
0x7f10bd16029a2a79a7f869df23da412a4b5e8fe4,3
0xbfb38c787fd043e3aeecea7d7ed0282ccf8c48e2,3
0x005ff202c271d2419fb03ec873dedfe163a5ce36,3
0x9d8af3a59887293b83d52f0ce9d0874d6fca41e6,3
0x1e0fd4f9fa3fef4a5a32d4daa14be6d3a95fec13,3
0xae099730dfc04c086acd0ad9881f86ac62ad0b7a,3
0x8c1ccc12125a2d5ce2e06cfec24724d23e561ae0,3
0xef8b51deb653b6527a0cf2f614f1563875df4f4d,3
0x2ab9974659ffd76f605b67859537778ea62482a2,3
0x9c465314f682cc0173fc289eff5a250191744fd6,3
0x21918521ec3ad70543997f2ee30df78af8acdee6,3
0xc897916429792e60d746af786a098d84c6802139,3
0x54296fe0c5eb70ba5d893e744733ebb9846ece72,3
0x031f584479760bf6a0e6e3246cceadb6e4d66bc0,3
0x799f55040101bfdf90a5eb3c1c1729f7f362fefb,3
0xecad117bcbc78eb8679724317cfad498a0ad716b,3
0xef78ed9b7d811978bfa1ab220380d6ee1f08ff8f,3
0xe36297fdb05fe351d616fbd7c44c667e63bf6092,3
0x178797f54ab24d7b75e25de0c04051a6e36cc1b5,3
0x857d5884fc42cea646bd62cc84f806aeb9a2ae6f,3
0xee3dd252a1691ca12ed60e0a3df50f8ee4e420b7,3
0xe9a0dfa349bd7af1bfd68dcb6f39c93cbfe541c0,3
0x551e75b7f324f7c4fce863db2898ffbd85e379ff,3
0x7ee72ba89de8d67736319f445636495fb52dc063,3
0x2cf4553b684b64f4b2e66201768df3fda8d0c7b0,3
0x3ed44949a90d06b6c3349f9e1b2c3b6df2fa39c8,3
0xfcb4ca2e553eccc923bb40b4adaeadb32d4d4904,3
0x2683fd74d76fabfa96b3f71f291adb461af82c8c,3
0xe3cba791a2d84e5b7c918ecd7545eb4413f0f1ed,3
0xc685bb1b5a41faafa2828518b9d2d5e5d3eebe0b,3
0x25e25ba87a86767b738a19084d6d38cffed2a5ee,3
0xd657c0a2a4775595f41a9c84800db841a9b1cd5d,3
0x8e4c50bd203e1678858808dc747615a544f4fc98,3
0x31a3f45b960367860e3e56dc7545a65479bd0311,3
0x76ed176df46efcd9540c3dff138964afd7f0e874,3
0x0cdd65d3e6e80da2e5a11f7c1cedace730372d7e,3
0x00167777e0daf9dc2d3a76195ab56e857ec67ab2,3
0x01572de0e62e6d3e689a9d9ed93579749fb991e4,3
0x15bc0008e906c2fc4e3d32967960e5fe98ac08e3,3
0x4c7c3d053c41065993c57d09ac015cb39431dce0,3
0x67979f4c85b72786df0c382189285c33e3d22fa4,3
0x9a71ee60d7e69860f7e4c05a6a8f91b77a0494f7,3
0x663e6556f519942a4b679b810cac7cf7b29e6197,3
0x56e773b0a620205e9f72265b6013b65b84c2c4af,3
0xb692845ba589757cbc2982c2e32656ccf0080e9e,3
0xf208a854d8dd608ad95644e7ca3a59a31aacde9e,3
0x3d57adfbf9691a70a46df1abeaba45cf8f1a2b7a,3
0x330afedd6c1c40e42a01a5f57708fee766242582,3
0xe1108780c0b44a0dc8890ff32761f1b4887fb851,3
0xd50daa26f556538562ba308dc0ed45cface885fe,3
0x365c066774cfbf9659c38a43869ada887eaffd61,3
0x28cab2455d1d1b8f816e94badc446ca04a98581b,3
0x4e8c7c35eb79d34db345cb04f4bc20ab6566c0b1,3
0xe7769e9c195c58de50b8453c76cff98e4c87c50c,3
0x4782dc6a55e7d7f96314807d9d5513d565eef948,3
0x72e8656dc46954c53debe1ce5b018819e53ed709,3
0x17b1cb1ad28e8e8b038139e95cf6223ee7e8b572,3
0x3a49309413793b32f6a308769220147fedbffa5f,3
0xc8dd40ba1bdb6a3f956904f02b14db24013b8b5d,3
0x403802ae6ee64251f3c6c873b47a41031e3c1879,3
0x2f9d0e4aec075e3305e734b7549ccb7328b2aaed,3
0x37ee21f7c37fce696e9fa286831580bf6bdeac19,3
0xfcea932ce672b998d3d06eaf140a3ef29336c30e,3
0x7703e55f30b0d295f04797de0f8c290b69f831d9,3
0x7d636749537d3488d02169c2a988653c95b35d46,3
0x6f0afdf97bf823649f0482799eb094ddbceb1416,3
0xc6503fb7c752d28ce022cca884d7c9e45c380659,3
0x9563270b085e7ab23ec3bbe146914bc9ae733b6b,3
0x86a083a6c89c46fc244549243cd4342a7566f80f,3
0x7218f254d79e612cbefb93c9c3dad295eaaf9501,3
0x69d7cf0ce35779098f0356ec56b03b9ebebf4c14,3
0x4f95534b4371a4781ece981b03d73b584a995b05,3
0x7629c01686e48282e7a4f1146e1abdfe00d4162e,3
0xe70a57b0cf1970a9cefabf4669e43822d5196b80,3
0xd859d03b22b16691733473a1488ed4810f62ebd1,3
0xabc4556fab927b0768aceda31ef47268b8ff2499,3
0x8381176d4f288ef45754f0226689554d4000dcad,3
0xce54b77cef1f53e968406d1d87b145a840f3ccfc,3
0xda007a8dfb10cf1855a6b054b5ad515914a5adc4,3
0x366457456f7dcbd9c2ab3ae30068033bf8d600c9,3
0xb6ed8218eed72fa69f28ee64f9237d4b2b56c334,3
0xeb2560b6226b45e9d460c8cfa074a85ef9f8da31,3
0x1d197fd4e7975efd21add0ce3128c488bbd70b83,3
0x6d90a2fa563c1c4dc9f5fd8f3618797bdc48675e,3
0xe6d073b5ecb661f829cbb5d7aa319f19c1b102b0,3
0xa6fc12d81662d1e2986d6ee163d2624fab94d879,3
0x7f441f4506f2dec506a52f338be68c9b029a5eed,3
0xcaab814f380df2a628ee9523312a9587518e256b,3
0xbc8897b712985ba45a58197fd31688c0e65e8b85,3
0x6866b9b6ee721f37b161501c56f457de38796d0c,3
0xa273e60cf517b656a0ced3932d5be2d84bbec1a3,3
0x7885811c1bf44f43e68624bf15df8c0b5155dc4d,3
0xf5116c846bba3a3b025f4762f09a2e36e2ba2c93,3
0x792efe6e2029037be6d9072b85bd2310f6cfbcb1,3
0x9f5eb697c22a1e0bb3f36f3cc01718890ebd7a70,3
0xac9eb11e6a9f8b64d6269821705ef3573ac21035,3
0x4eea5f8f0a7e8eebec69dc0b2fce64560158fe0b,3
0xfe481d61f52e8683a121069883622d811c057d9e,3
0xdcfe9e4f45944f7e3d7d29a07fec252625dbce42,3
0xc2f49df29a2859064646e93c0941d4c096a9b082,3
0x5b47261b018acf3ce25907ffebb9988f4cc8fea4,3
0x947e62edaf9a36313782a8d0ae4e5737d01cb869,3
0xc49124c2a543e4793fcb086ebf1274ccdf3a8b5a,3
0xd87dffef1178ec502ec74668c30742129948d872,3
0x1ab7ad4d4a9664a91c3a372f01866db4048af5bd,3
0xd4c1ed7099ecda01fb59fe1081c5706b0ed51fc0,3
0x97db0e57b1c315a08cc889ed405adb100d7f137d,3
0x96e57150058c769a6e6c5176a9433e30f3326cd9,3
0xe0d07d4460b6c6990eb731673124c9840dfce89a,3
0x8399fcc99346d409fa6a304521b0051629c5987f,3
0x7283922a628154751f53019500a5156e09402b1a,3
0xde923df474661ddf3727c913ebfee3df0b37beb8,3
0x814d60499bd401eca426c86ee9b4167967dff8dd,3
0x1dfd24205aa1e1aa0c1a43e1d3e058f306d206be,3
0x90c41319d32b488b0d27b022c553755d9785d3d4,3
0x7a47c5bc8cbbe6db4c092f96f8133112ae5561b8,3
0xe36d7c7b9d5ad9120e5599a28d2d5efc8790d5df,3
0x4e00299a05a69e0237589c1530df7c0151291174,3
0x4260b3a2c3dd17c3a40e368753396b1e6eab73c1,3
0xc2065e8c845448b6fd7a3ad168918f2ba6e9d45f,3
0x1c466a398658100890db7296d11a2a23072f176f,3
0xddc86fbb738860c7d3e4b7130acaed8cd958711b,3
0x349927a09a06428fb44da1cd8cbedb0a5aaa2ae1,3
0x5afe16a6e8676cf4460da4f59bb8a196d15ae33d,3
0x69542358fed24ba6ba1d6121f859ab4eb1ea5875,3
0x588d988d2c01b5ac3e00044f5ca4afd97e6ca9c3,3
0x43115dc0aca3a728ce49d7f6459d103caddfa164,3
0x4a14a0e054f13ec44338578fe65d1080686697ad,3
0xe0c0a67871cc836c6958acc09cd4a2488efa1cd8,3
0x9e9c0431eafe5addf548bacfea974ccb550dad45,3
0x88eaaa05be950878821ec9a53d28af36b5e680fd,3
0x5370b3ca55bb561e7bc050c81848873b9bcebbec,3
0x0cf7de031b6d8407bf7b8fa9f91cd53417ba0181,3
0x1725ddb2547bfc9afb52e4e341cf70e2817744cc,3
