Addr,Amount,Points,Coins
EM8Q5hktxun43tu3jrj9ko4QHk8b3xJygZLw5gBxsbo2,3,2,3352.490421
372x2ozVCeRiD7jwP3ShNeEeK2iQVCyC1bRGscF9RHdv,3,2,3352.490421
BQ96sVhxDSdRSbLzgCCXQkqo7Tp6GtxYtQ1eoumvcmFb,3,2,3352.490421
4iXeUe3cdU75Tc9yTgKun6BYdi9fnpyhvJbccS9McB3F,3,2,3352.490421
9KxMLkeuLiwVpGi2cqpCpVHm1SVWfRubNN3LoRzif2Cc,3,2,3352.490421
7uFVrNxqJ8EHHzEXTDdT6xvdBkZFboYc17VV6hyiF1Aw,3,2,3352.490421
7tU6YBdoT6YjRFNqeKuA5rfyDM6Zd8CPNTT7obDEAhXC,3,2,3352.490421
GQcFihhybXNnRMk2gjqcErezz6HtcpSUqbo2z99N6aEg,3,2,3352.490421
5zHkaZckVeWEwZsjz1EJFTZ3uPpscxisJyeTZPbvHrpp,3,2,3352.490421
GsXqkgF2752Ae2LQzxkcKpFEgNxBeegvAbfDgHsm7YzN,3,2,3352.490421
ExmvHLmYoTosmWZNVHZukfEQV4o5RmonyzpkKZgaidum,3,2,3352.490421
BoD7A9AoCZbbk5BTZBG6Szxmim3c3poZPQa6sxNFCERk,3,2,3352.490421
wZcUJEXqPu82kZ9pEoDgJmne6RWjobpQ3NAxVKcBSJw,3,2,3352.490421
FhvR6p5DAgePvjsVkBPBz1cX1LwZzC3g9Nn4FfkctLwM,3,2,3352.490421
F98oj5C5XEJ3qA9b3PhuPNESgs54qL2w6h7mh9wupBxP,3,2,3352.490421
DoKfNMCrEWjGQVGU25jyTcWnfH5vigBUBM4Tt5HDdY55,3,2,3352.490421
CUGJSHX89Cx8ZTZR6JCTV9msnyVFcfbkkvZuTtTt28tX,3,2,3352.490421
3mKDoZJVK2NgFLnPtzgnLVEbseoP8aoCtD6KY8of7Vib,3,2,3352.490421
NvPxMsyvrEZH4Gqd67RjNjzPBasuq7XCWLHLLYiuFfC,3,2,3352.490421
FVEpHp9Aiaj6SFX3DNKH1xKBkvAYFEuob8YT6pVnMZoh,3,2,3352.490421
35eFYTXSWvyERZiLTALXXE9YkKso2i7aDyuLDcRAySzx,3,2,3352.490421
8wsLAd5X4VUTuG8qigzzjbeLXtPdPxhz2SrC2RQENay4,3,2,3352.490421
QksHK54aDwt3LRrYqYLHmD1YQkHZj3beyjv5CCEvQ7y,3,2,3352.490421
AN33hjkKpRZptq47MVSfVdyvkZS3Dz29XgqjF42bfW7M,3,2,3352.490421
3Ak7cUpMBvj1YF4yZVvJ8yecBxaMGCbYQkM3qoibe7VT,3,2,3352.490421
6ueTR48cw6utBKNjdbHPTDHSXM5EnBFoMg7NpCnzcGL,3,2,3352.490421
EMymmuaK9gLhoSXQ5tZHFgsDzM8dRpYxgwp6xBf6ezCk,3,2,3352.490421
5kt4FBKmWpke9NpzmurbLGP2YDP3bmj54gVESi3XQ96c,3,2,3352.490421
HZrp5JYYBqPwqRi9EoyofKYNYkqfQhbAnzDbge6GAahD,3,2,3352.490421
9wyxLANs8zvmZnCsrjpkf9XEi8NznAnNVTS3XHPjYTkn,3,2,3352.490421
7ya5b57SFgFUMeJ8GjJDYMevq28VWKjw93E1puwLBTCL,3,2,3352.490421
5vpn2u6Y6NmikqBJUs7mjsvBKVwZJh412uYbLmkEPAsV,3,2,3352.490421
7VZZCVgJ385XhNNym917pk758gXL28h3tifB5NtykRMz,3,2,3352.490421
EMePnFuxJzDyJjUvXMjnfLj2SeeWB4acqBYS2nwqFWy3,3,2,3352.490421
H1op7jRGPnFVRSVRP3kPQJWipFa57L9WvywembJZUMNf,3,2,3352.490421
FiJqa5MQ3XH3mBiYBSJnkC9nyJKFrUY24ZnuHADUPobP,3,2,3352.490421
7fKWWEwM9SkLLKg8hmDSqJWuKgP1hmMCjV8tWNRBK8qm,3,2,3352.490421
6o9raR3UiDjzNPAivbF7CFVw6PYuCR791ZRVSun54MPk,3,2,3352.490421
3ch23GPgYQ3XLxT51wusv8awVyC7GZyx7ZEm9hwPLPAB,3,2,3352.490421
BwXq7xj3xgyj5vwaDTXHiXVR431ZhZBnX5vmxGCn1nte,3,2,3352.490421
6pLvyXbmyCZfxuQwFhxJRAVhBCtfjJct46yoyUMxmaj2,3,2,3352.490421
9Zeh2DePnmDTFiiVEYmmMs6FnoSRNTGYS58d51Lu7Mf2,3,2,3352.490421
DAG5DDyw1hDgnrSv8dNRcxag9Q4WMqsn7QsA6scCQy4F,3,2,3352.490421
5bZ5RAT8kGbcRjazdCg1Y2wmDpKRWCmjv7u8xG7r4Srt,3,2,3352.490421
4mCVdck9E6XTBQE517cBYPSYRvQb7crPB7UdGYhT6yxX,3,2,3352.490421
9D36mrvg9TNX4ZSc8VMSD8gNfWgHLhp2JYLoTeZ3c5g1,3,2,3352.490421
GMq8i7NcGjTkWAtkEFSuNhQ29NtZhGFWoxNM5gRt7d5i,3,2,3352.490421
CNtSpWq7bzgNWTXuNnnMX3Z6pNSJoTa4wH1wpqXFDVZo,3,2,3352.490421
49HmPWCUGuKaXxbcyrTvgYRCsGHAFjj1yf1XmwvARGeC,3,2,3352.490421
E3ewZ8aBCfmamgvz6YpWa92wbdQ6Eb9uChbeU7uMey1e,3,2,3352.490421
BX4gjAcbxgQ85aRQmmv1pcqvkrKYcREZmWg6HKvsVmGG,3,2,3352.490421
HhCYQY5P8Jujs2ADtrgpiDsH6bEoVW7Nopww5LQ394rD,3,2,3352.490421
4am7j8SqVUh22woQptvXQpKnj8K89EmrHrjVLta4xH67,3,2,3352.490421
5XCuqPGYt9JZCUuLnSRC69LWGWH5HGERV4kLuVCvkrXL,3,2,3352.490421
DMLNP6JWtjs5z8iSE9MYVAbkp5mdiin1qcVrrMzNxkDb,3,2,3352.490421
6Y1RhTNKPzPgppNvnxBQfL5cQJuJcWKSU56V2z3q8Uc6,3,2,3352.490421
DJpJpxLrwBvAYhdTk39NM6YBtqRrbE1DSUYDFqvCf5cz,3,2,3352.490421
EM7pzsB5TsPUpr6siYBTCfiRgtEYJwDHcXwBajWxQHL5,3,2,3352.490421
GMYhdg5vYzv93NWq9PkJS7Gdt7eJ47ktDrnRbin8GYDs,3,2,3352.490421
6iqpnN41u5HHxV7SADJJWFkJVt7bWAdX9iVRba3njHcf,3,2,3352.490421
GKLo7rpRDf42PJS9j5wF1DPjn1WU9Et1rgKF17kWbc1S,3,2,3352.490421
FBvPToDZgHccpTowwj7QWmu6qNB4sXaubrUdDTQ6ZJz4,3,2,3352.490421
GjXoreoCm4sa1pnW41DPYry7S6dYfd3vVVBfkNEVRfVu,3,2,3352.490421
ANjLcRuV25BjvhqpvdtvQG5mXwJwHVrg9tpyzd18nyrA,3,2,3352.490421
hCpnKuSr8NCY3ztyxidPUbeQAuU3bQNkmK4YhfQYFRk,3,2,3352.490421
FGnyQGfsxkFpSKMJ3UAeNKYh8TWYhs5ALUhbgUf8A9cL,3,2,3352.490421
AAjimJKnrpJBeDg9ATvne9Lo9stNJgfR6s8AJjSwdK2F,3,2,3352.490421
BgNuJDxGxaRPWucFeDTsM1Sf65xGqGoHaZw2Rh8h1mWb,3,2,3352.490421
FDRcyxk2Xin8eAmXULvqLDpbeBnzF9JRFMyMxVT8t5L6,3,2,3352.490421
4LQ49RYdbCjzfxVaAycDeuP6A9gfVUkyho5VH19M5pYG,3,2,3352.490421
5ApZgkDhz2xoZeWYPFTzcKvxg2TqWZehpAK7ynN1GYRU,3,2,3352.490421
3tXXnftaLryX1YCUAEmNQZ3i5MjN1Mjv4oANmSzz1MyC,3,2,3352.490421
7NQCDkmNJ1e8T7hc6xJNtYsUNHfYeoupKjzDFRENS4ou,3,2,3352.490421
4wUxmBCHXsozamQUwdKJH29HDrfbZZCGUwF5QwzeJ4yK,3,2,3352.490421
2oJCc4rcJUmYQNfd3FiuavhAA4xwjGHKjfiSm3VR78jB,3,2,3352.490421
6CHxveNCA8wZirZx3fDK6bHDfY89VHHBZDpEpVVNBNS3,3,2,3352.490421
8VdA5YDcH4mBJBVD8D4KZRd6PDEnB6mV2QcDr8Bk9hah,3,2,3352.490421
4T7wbZjBQtosx7vG9gSkReWQw8cHNjZzZCXknfiFCKTG,3,2,3352.490421
CtrRrj9rUW59LHDUkK1hYd5r8VC4vzFnoLCLBB3DbutA,3,2,3352.490421
ApE3tq5fHLt5hERDMsoGpLe5NX8sDYtqwYgcFpdnGcKc,3,2,3352.490421
7SJ7WcoMgZ2QN6zTQT3FB1ifWZSuBdaNS8VnLxRKFLTr,3,2,3352.490421
AaLkwcsJ4nvEzoNJtDLVvan79iKXQimFcbYyxLMQ7zwU,3,2,3352.490421
H3SjJYixGGF1N6aKHrsw9vxEa8SmdB7YTrPQBbtCkHEb,3,2,3352.490421
4QD8RGPwDGz37ziEwiomZLV8FwE8jFau2Kd2MTwv2jT5,3,2,3352.490421
DRygJdnKLcpXGphsEKzxSH7U9nqdsAZgdgN3sE4NsbNd,3,2,3352.490421
CGrGmA7f3qQVvhHwptMFjvmuX4LDMBpUbKia1strLtst,3,2,3352.490421
9S56xhCT4LBEGmKjPmYtTtPA4qpthGQWgJbDoVf72Zyg,3,2,3352.490421
EFS7HMa1Cn6jDPgVLBQjdNDoH7bZyWsbM9BDfMZtGpDE,3,2,3352.490421
CSR5sGdbn8fwnceRbxXp4hsaRCWhYDAaopJisSNqRhkA,3,2,3352.490421
7vW2GkVauaZiFrAewCYvX3YtMyqgsxDufiHqE2jCAioB,3,2,3352.490421
3xiqSqH7X5rquRBDkdXC7JRBALTTa67GGFHqhDyvt8N5,3,2,3352.490421
7gYwWW3MpYAzgGPwm1MnDH9QUhfY5FAsNZTL51w7iHzv,3,2,3352.490421
5zhi3Z4Pc6cmPFQCLUgBZ7AunTv5eKex5qA1ch6ECPSx,3,2,3352.490421
6stbm68Gjd5bMbfaBP7vGQg92ph23LeC51NzTPbzqCGK,3,2,3352.490421
5YFtvv4znSZWTfuPHvAtkeHtzDaNo7S4aLYzBbDNBFgh,3,2,3352.490421
4aYtyT5fo55urhbahSuBHTkwDCDj1kmP79T8ckWLT3Es,3,2,3352.490421
HPdLaKJaUDvC3NffFmn9wLrfMWVmCWS1iV53Q9htt9J7,3,2,3352.490421
xxoMTpwpnPWSqAMuTteqagk2hS9BNBjsoBSqoLJxJRq,3,2,3352.490421
6izSGumLJc725C2eKMWBDHTkwyzawNDHpQoHE8QwFvXm,3,2,3352.490421
E8GTfvzSgjCiweUqhddC77ixu43SUtoZ3HmiL2CFBEtp,3,2,3352.490421
F1EqskzndKT68gmNoQD2jz3VRux1fAVFfxY7DWCVwQuR,3,2,3352.490421
FDpornCFKjsxuCCpVXPmh6QuPo7kV9GGxh692douoTYu,3,2,3352.490421
H2BoxhRsZbu4su8VwWYq19unf5UFLutRdQ9kgAgn6xDL,3,2,3352.490421
J8VSGq7f19rBCfkEsD6vPwZXM6ExnRcSpVtVgeGFbqjM,3,2,3352.490421
GF33yvwBRJwvRQNMd6V6XUqQmGUQfVC1gWT115gQU81P,3,2,3352.490421
Dxj3mMV1DirvJSn25wgw5xoEfWbzebUGDd6ULP8gJ3vW,3,2,3352.490421
51r3hDJVKGPwLLqiJzJrsmzAtgHGapo35ogHf1V1sDSj,3,2,3352.490421
8ZWBBTfsWPHnAqzMM4Ak1Zwjt2x2N1cxb7D92A3W5Qk7,3,2,3352.490421
ZPKwfGrxGK2fcqpyE6VgUYy9EVyHdmb6cNSciPYgpaU,3,2,3352.490421
J63hFbg3eaeadXvqgfoRi4V1CiAe7nhY1JQ1w4CYD8RR,3,2,3352.490421
4PaeHjgX7nKUYpRhE7eb2TChkxQYDwKXs8wgYsJ7xxUV,3,2,3352.490421
BV6Pv5PbfKbUvf7uUzbDzYoZ5PJHHdQVhx8JpmJtCvRc,3,2,3352.490421
7wJTZt9usnQif6XsxyWd8YjzhaxAwPm87gPnRGipTMVo,3,2,3352.490421
B14sAYk86RXVXBbvTnQ7s7DDvCUSrZMkQZFYezNyMVQ4,3,2,3352.490421
77YRoehwRcJURRKBQNunenTd4cuEJwzmoDfSexvhgi8n,3,2,3352.490421
NcSuHQnpntJbeKGkRqiRxo4aswW1CYCjJEA8rLSnUDL,3,2,3352.490421
8P4TdBChhR1FTtB7TgGyT5PrR66WZKUooWQtWUzQM1be,3,2,3352.490421
ChnSJUBRdgr2tAFix3DrAMDxvXCfKCK2Yb3QFwpWCY2j,3,2,3352.490421
H2NuVaDgQFreRA3Wa8NkXpisgwVAjRi4PQfsUNWe5mBt,3,2,3352.490421
G9w8xTLgGZkMXnu9fbsxyQq3jZoghvVLJ24vfjUSKydA,3,2,3352.490421
9xM3QDHb6t3wXhkYinpF9Nk23U7E6DofbcnVbUmHkiUh,3,2,3352.490421
GVYjFvfM1Jnu6tijZkwigpyRDwA9ESJrZekxkMixS6Wh,3,2,3352.490421
Dc3P7HSfDyFjArfJCNrrSXWEwpUaKdmCK1ujjvZiV5qw,3,2,3352.490421
5GVatctifQQsEUUupBuPgs5iC3p1Hj8ytnH47E6hsCqJ,3,2,3352.490421
8YmKBcT5MKGeQLj1fUsv8YXxKnM5tVEkXerMDCWZYf44,3,2,3352.490421
KKUW8P6PiWdBKWChjJjwQCmzCJB3GD3TPYnxFSy5wqq,3,2,3352.490421
EZKyqUZgkickWAGNmXewnJLJdZgzZo9cDGf1hUHiQSG9,3,2,3352.490421
7Lk5FCw9mseWYMZK1dKJDntYw5A514fmtQBvwUU1QKS5,3,2,3352.490421
5Nj4diJyDCeb7dNwXxCQVpChEC5Y37kcCmjtWezKDbce,3,2,3352.490421
Domgqt646dqhb58Wy9naLvAtdXQWr4FUXNoDrccCkMtJ,3,2,3352.490421
9wzJ9ts1ozCWzu4Fv4t4YKFtpQqw8VosTvsTrm1MFbcP,3,2,3352.490421
Arts1CXqYeJwzWHPhowghfTc97YM8rKyS1PM8ekq2ZAg,3,2,3352.490421
EjC5k2h3t6ZbNT8keEtfnahpPL8pqq1od8SCaXvppVS,3,2,3352.490421
5FKEiMuosedgFNTupRNL9CXu3npbAUrMbQMQt8DUi6Jf,3,2,3352.490421
DPoUN2XLgrfUW6qgLTh16A693pbTz2P4i5cHKaqSmjsy,3,2,3352.490421
2PCqTeJWSwiT7H4Dvn8Ns6W7ddk5Xu5L1aJfWP8PDR7t,3,2,3352.490421
9MuMeFJtxd1UdBMkAFqmUydx1Vv7k5dFLcFLdSXmEiYU,3,2,3352.490421
5LJmQLxvTcnHxD7qr1PjeM5RwHnokqkM8f6vEc5qBLJj,3,2,3352.490421
9h8vM7ZiVMJ8gBSKidRwCtFaYVDPANKgiaLgLbHid3b8,3,2,3352.490421
3qBLWXJZjBV9EBs7G9X4sTaNgCxSHWTEdSHQyVusknZY,3,2,3352.490421
58Cxcz2F4tVkSm7cLVm9PJFDq3RjELvnS9PrWSYdx4aC,3,2,3352.490421
3GUETpQEAtyPJCJXdgXLRQ3wUx9v23Xc872akH35okMC,3,2,3352.490421
AXXRH6NVXjUNxi6GvVWV4Pp6q7k9xkqeqHhRx8sW41TX,3,2,3352.490421
HmbpCLjjZrA3eqLcyk2ZmG34RYijBRF766NLZMYc3tnj,3,2,3352.490421
HkG8tK2VLshDVrpZghxzkQUDCGPAJUcsLPKNDoeM7NP8,3,2,3352.490421
aR2LRbsdJGN5JXvCo8zi5DtsSzeuUrk63iGNbADxK8K,3,2,3352.490421
8LMGmwFF8TZDjADzqCp5StGBZeatUA2RtpXLp7eiEXBQ,3,2,3352.490421
BM9ej4b8WVFDc5HrZKwSPMpDUypmgLYH81gXFwvT44Rf,2,2,3352.490421
D8giuUBdKuU4fzwEaGmKRhJzP2Do48H1hfesCbFQsRRE,2,2,3352.490421
CgSxFkrrDaX26mdY3MqNukkUqRoz7RCWbQUiA4oPAWWg,2,2,3352.490421
DXHEK423rET6UrGHbi9gHtAN57SASTA8Bi9CgdvnkJwb,2,2,3352.490421
6tMiEbtDYMcWdqMMHCKntGou2ZiYFDAzAf8M8uvUubEV,2,2,3352.490421
3Ci9NrktvpnPXgVSARpKh3YxA9gjvjJaLcuGmFXHBPSc,2,2,3352.490421
BUGQtmusERHSoaGzvTJPLL3aLHWwJTgEbfcDAc8R4XKH,2,2,3352.490421
MXV3yZkF3D4HWaUWN15H9FDGimiuocZ3f2gmHKkKX3D,2,2,3352.490421
ANUkikZTPfEoBrqtveRAeNkvVqZv335H5Nvspm6u9Ghh,2,2,3352.490421
9x2pMshttR8QMk1tnnRi1r7N3wM7tZMGZ6WgUXnDcQkm,2,2,3352.490421
8RLBGRoH397GRKzm8EvASh2pJSiQTAMVdbsN2mMKvbfr,2,2,3352.490421
BeVUHD7jJdrtZnZzk2FbHdcUp4h5DNXXosMefvVvRaFZ,2,2,3352.490421
3dGH6wj8uCFzyBN6xe9n7XggNw9QrWSgJHUDa8c72JNb,2,2,3352.490421
DsF39J7DP6xGCcX7KMtDosdCJ8YkBfzYno4qKZweXyHC,2,2,3352.490421
6wNL8pu4EWGm2voVGorXEpZuMSpmMnGd2mok1pv8E6bi,2,2,3352.490421
J5XMfbyqYQncAZ9KfTxCYz4ehXoVbSgBdkt6YRGdFHsc,2,2,3352.490421
4CTkZB8jGv8B3Co4Rog5DpYkJD2pbdQNnth3S4sbehLD,2,2,3352.490421
6KiUoqkLGAdZy6kK7Mw7dXftMVM9VpvdctWin4f4edVb,2,2,3352.490421
6QFmUMjs4RX8cmq11tD72UD8stkCzgaJopUkiib4NLXh,2,2,3352.490421
FnyQM2ncPF7TGkCMaoPPr3489HTYczH6ybeNpiiVjguB,2,2,3352.490421
BHfDfcv36fwrKqUYY3pUgpiThwC6h5ymsQa6MNR8F9DK,2,2,3352.490421
83pxiFuLLiUuMziDwAUoy824TygsNXwEnkmFu4sW7rEz,2,2,3352.490421
EhFM2Fy1hPtF2NkHooKDfKeAG4va5oq29bwdLTxTzVhy,2,2,3352.490421
GjC3U6JpRWqnp7SZwhk5rwKcUWoY5Y44ozXY61BFjWXh,2,2,3352.490421
4Ufsf6ihLyyZviU6XozMj54dbxYkxwFwreCuBXnx6mow,2,2,3352.490421
4dSGg6NdEkwqeq55KUi5R722d3eFV5ptjCctYSxyPGBA,2,2,3352.490421
HxaLT5tXJfVYEJ6PhcdVsRQ8gztQ5Dggw4EcZ2UUwper,2,2,3352.490421
TRug78ZE6q94PqPuqFYveuLPZTFi6x5GUMm4Uw5fxBX,2,2,3352.490421
E9tJ5JPTVazdDwmQQNXpJux958Nbq3vMVTjFJbN8iS4G,2,2,3352.490421
Cm8msWCP3PuUw1yVYiruarYnTQbjNertWAYywc2cT2wk,2,2,3352.490421
Djv48jZeSg83ngHUq52vCAmYP6gW1vb3zdc9xQqWzZi,2,2,3352.490421
EhXt1kmEYQYaKbHaGQ1XDcRNfzhLnXVSdxF4hN6uJjns,2,2,3352.490421
6hHuc5huXizViT8R1y5RnANoUiA6H9yAmTXTEL1RC7Cg,2,2,3352.490421
DfNMUQEHuzMWRMu3pjsqx7Qi5qKmUMdPZ5HCaFN4w3mV,2,2,3352.490421
8xPhCwWJFfmXR7jF67jC7ah3bDznGyd4ae9mX4mPS7xA,2,2,3352.490421
2eodt7odR1w1UujJPAwrK3XTJJpoopUsqUrUocRXv3kp,2,2,3352.490421
BtVdtXkXfzNYa43vxMg3eUahXaoa4k7UC9nNA9YnTNxs,2,2,3352.490421
8XHp3PYT6JcQu5yXSrZCN3vbMXywHdSrvRDxKUu8q6V7,2,2,3352.490421
7okvt4TtKmxL8aLVHry1LFnMATLfK7uLHyBVQcstgjih,2,2,3352.490421
B3vvjjYWhiiLo8nz3EMovjmyKHfAMAvyghjoam1YjY6w,2,2,3352.490421
4snFbi3XgeZjvLr9dU6ny7KpJXqQEuKjvj12hX47uoaz,2,2,3352.490421
B3hEuU9ezRpQcnSTWQcPFZeNv7YZ1USekiiivjd3mTBY,2,2,3352.490421
6dXSTyh39gbUuhkYLUTCGNsc7DrgpGTU5TpfbCt9Nptv,2,2,3352.490421
9kmphbWQWuupGgbkncfreM1HCaH2Q7imrTvuN2m2vDFJ,2,2,3352.490421
CfZLgQSM55ftPbRRvDCrnc8CKBXXVGMcyXTmxQS7JcfN,2,2,3352.490421
9Sd2HTv7ue1r5ZWEYvaWBEJ7as6b3hKAfV4Vt6euwR8g,2,2,3352.490421
9iUvo8iX3nbYZKt7HrJbXveBC4hMKRahPrYkDTYoaWbk,2,2,3352.490421
CXzcseuN5cN7iAAztUUaDUVYkfKWZrsGyAFhDdi64i1E,2,2,3352.490421
CpprTuc2Y4o51ypLDppmkp4S61aAbBFDh62ovZNsHDB1,2,2,3352.490421
HR9KqAtxAEMsPgVtJNv8VkJfDaddepA5973GdkgRWH6q,2,2,3352.490421
CBuN8hr7Cgw6prh3iATUQuYV3MqRNm1WxVJAefSeXcdM,2,2,3352.490421
FsT84VhfRcrapysDRtyDHuARGdTsR8fqEMqtrxFqx7ar,2,2,3352.490421
FMSGAdXTYE1qnLfCYMJrzRsgx8campV8BHnkfcjUxvdU,2,2,3352.490421
5TiKpTHrUqVFmk8Bvq199Gshj3dUpTi36t8TUgWj7o8e,2,2,3352.490421
7DHnqS9BtB1TWXkqFHDyMPTNYiDAPCEzKSwyva6YqFEL,2,2,3352.490421
BN1AcUZbKCguyCf73XZFaHcZs8UPEAZUhhqBmQBuu28y,2,2,3352.490421
4JXb9GAibFyChXu8cAv17cX37j9M44crAr9Bz5gFJDyR,2,2,3352.490421
4u7NepeFZb2LKYhkPdHjSmJU3pqKsa78KxDekbjG4fBL,2,2,3352.490421
yEdCtxWeKpGvroYGT9DcRNqgxVUMHrreBdxNZsLwPgb,2,2,3352.490421
2mQTSsYGpwV4iSqFNBY5bggLRMAPKF6DhPDzifbbhbwd,2,2,3352.490421
Ecg37N2jjaf1gm2fUPfTVLEPob5w9KnswJnkCkJS15eR,2,2,3352.490421
G6aZGV2ruRjysL72swYwrDZGYiUt5UUzXhs5yoBz727y,2,2,3352.490421
BMfcFYfjBVhGBaGZX5RXMqy7uPrn1Aw1cHsoBjXXn7h4,2,2,3352.490421
6gcT1APRr871TPxGDqVAPD3ApcmYjGmFtpJPp6p4kzdU,2,2,3352.490421
8wmQmBvSpxuXz12pBAWENLXhSpSQfsdbgfqUUZrC9yS1,2,2,3352.490421
82utKDy5yyRKCpc34mjM7WikoFrumaSt8PhbUxRrKJEK,2,2,3352.490421
2wqrHYggdvaPvS5xj5bt9TwYxvSBVTMGUkThPhhg1fUP,2,2,3352.490421
Hh3yYXGLxnUDveGWbJD9FjLsfbDvCWeC18LSqnrr7Qzp,2,2,3352.490421
9XBsaZNKxVKYngwnnt6WAg1kBU2JDfjrTwZr7GshPZRF,2,2,3352.490421
CGCjqm1LVmd8ScfjDqwCmB7AXwWwodEjmXz3hWF1JCW3,2,2,3352.490421
C1wjkHgqUBAw8ChxjcTgVrBnhZexbpxtpCoc93JHB2je,2,2,3352.490421
2hdmKa9bpHrXfMbFjCnDejs2Tbtd7Z43PqLwKNRA2HmH,2,2,3352.490421
C6tYwQ9fE9Q1qTkcySgMN46mrFmDcfM5MUdcSFfZ6iEx,2,2,3352.490421
AUdCt79JGu6THzRq2bKPbkyTMzbKNWZT2E2wBfTd2EBU,2,2,3352.490421
5aeXazsXbUAhzgPgqsQ7oxRjFNAZncJ36ZsbVBwaGsz8,2,2,3352.490421
DKeggdWpVau27cuLCtwVNLxMHHBQmXvAwuXRYEF2BhSr,2,2,3352.490421
GMmLHxWeRPSTiiFRJxbXBBohbQgG4D6XGpw3fY5rcedX,2,2,3352.490421
AHAvLuqs25h3ppVDYVW6mKG7YakeAyrhKHh4qXpBCCoX,2,2,3352.490421
6uE6dteJbFG84pU52CubKhq9YvTCrjQDwfvgco11tNdz,2,2,3352.490421
BWwU7SEFHHDD4MNjVHcTgrNpM8qzgjMkqiy3XfyujxsU,2,2,3352.490421
BjMKZjBaZLg9mATyyPeLYACkaq6deHy5jLWHSHx69iXr,2,2,3352.490421
ASGL4yVstpRBi8rp8vyrtegg5wGX18R3ipaJFkQjgtWN,2,2,3352.490421
2kEAepqqmX5JdQedCeoe4ivgUycSF7XgcpuM5SYzCfCK,2,2,3352.490421
5NG6fXBmRnBjhAt7U4ySmjYh97FfBGizYtH48kgJfvXk,2,2,3352.490421
4TwxMfek6kHnUqGAQYyNccproSHwdZEBhRmemLmhn2T7,2,2,3352.490421
CBibhXTa9KxeLyap5a5dTmw6GasLTFRxPKncyFjqWHzL,2,2,3352.490421
GqYTq8QmykKhRnc8N4SmkZhqJZqw5SyHCXb7MGMo7orR,2,2,3352.490421
ExXjsfjBA6Wf2aTFFb8ypj8JN9mtekP3dD7VqRUbAbnC,2,2,3352.490421
8XX3a8wdFJ3AmBSr8RuD1zDjWqKx9WwsVkpAMoEw5ud9,2,2,3352.490421
4EVFzMaCPCpyMpmvbc29paAen8tMhiXzew6VJHXo81E2,2,2,3352.490421
DtQVe8PVymNTeFuU3BhVgvF74FxMDZA8HuKd5RHeKRog,2,2,3352.490421
KEvP23rBzAftXyYJ2PTZQhyWu8V47ytxKN14M25Hpry,2,2,3352.490421
DZfxuekxWWBxBobCsdfpv1eSAeb65ack4jkPeGYGJ36G,2,2,3352.490421
7a7mU1b6FiP6rFz7St2Mt2R2wghXQTHAFveY7hYYpLFz,2,2,3352.490421
64BTPZq9yvBg51br9mzZsdjoBVnAB1kPXqqy9tDLvLwN,2,2,3352.490421
6d7QJdg8zfiDpwKjkn9Cyf5f6SqKAjUuJBNMj9vyUR8q,2,2,3352.490421
C5Wh6L9wATRQHP3gyb1HQWTnRFx1DugfzRdpnK3vWLem,2,2,3352.490421
5EfnazmKPETHTLdx6MMCUTKuJBFKd2KrRgz1MmiAnNz5,2,2,3352.490421
9s4wcDSZ5Yp98R5uxeknZSbMuMir7YQj3q3pETvYHEje,2,2,3352.490421
BFFKLyZVeLkZiQfdC446dKbjSZy8SRDtMmg9s8sYEYgT,2,2,3352.490421
Btj1TfAVxhZCsEZZWZSbTfLLwACKcEMePhZEQzmYRL8a,2,2,3352.490421
JDkNJ2tPu8gNa3jCtw3UhvCp8eTUXvXkTJz96owyxF7,2,2,3352.490421
C1RUPgt9AeoZ7ZHrtzG3d52Fe4Q5ofPECJhHKgMHsvno,2,2,3352.490421
Ax33uoSHN5is3zCV5jYLU2VUh7nrSyppyiegbz8svvSU,2,2,3352.490421
Czvee4PJdqS5jTUGyxvZYCaU731gkDKMzGgs37Seuk6A,2,2,3352.490421
9cPY4a4UdToUpGTZrB69rfm6cNcxx5ptkt8u7L5TUua4,2,2,3352.490421
AHQcBsbZvQ7UHBwraNGstDv6ty3i3Qiv5RHhQ5EViFLy,2,2,3352.490421
8ae9MNRw8q6QazAuhjp4ory8QZzL5S3b8BdwCHsHS7Ko,2,2,3352.490421
EoksXGkCyG2aaD95yVRGbZY1jJvn1H5iyMaPDffVqpu1,2,2,3352.490421
57w7WgzbsV8qdjwkf2jLZeysHn2NxYpST91C9bLCGPpD,2,2,3352.490421
85ABcFwY3eMrgLsqaj7mNFxzRJnGSfqZaEVs5V6dQUuy,2,2,3352.490421
78NFpVSXKMTaCrancwwgFK1xqLt7jS9WiBf1qXLU8rgL,2,2,3352.490421
EvZPEEqqud4NVpSoFK3ZgsnrR33efvz83ny7WynK9Vtn,2,2,3352.490421
J4FEZaJuv8iPkd1Keh3MP1kXqkhNyfUkdigAv1So4GHB,2,2,3352.490421
2tv6nXYWpx1wSdYXsQYXYAHFCMKaGmDvmtJ8sVQVK1dP,2,2,3352.490421
2KfqRWyHcmCXg9y8EckVJfNq1MN9rzAQx3RW2pSp49Rw,2,2,3352.490421
CEB7VUwod5BYLLh3ZwbYDvg1TQtoWLw9Tc3tHVDtESg5,2,2,3352.490421
