Address,Held,Points,Amount,
0x9bab6fb3d7a4025be1acf0501936337b5bec05cd,"119,735.64",2,13846.15385,
0xa68df4e3387b2583a04f46f74e985f79cc8f54fd,"119,143.44",2,13846.15385,
0xfc87a1017711b68ba48a11a01224b9329da5fd3f,"117,298.01",2,13846.15385,
0x25afc5359456be27d2079db8edc393e64351cb21,"116,485.64",2,13846.15385,
0x15cffef1e2789a89531e8738d3a1e1141ca4dc19,"115,783.67",2,13846.15385,
0x19d0bf089c30b3fbadf0a612f66972c2f2dd1c25,"113,678.89",2,13846.15385,
0x94a9ac6407e53edb4539b3db0f2166888a152fba,"112,929.32",2,13846.15385,
0x5c999bd175f55ffc313439e0f12f7a4e636056b2,"112,527.11",2,13846.15385,
0x1ee72b512debf71757920833c0be0d457a939926,"112,472.91",2,13846.15385,
0xc723de53d130b98a73491079f375ad66265bd543,"111,428.30",2,13846.15385,
0x82e11e75935635098ad5e9452e6fc834a5921249,"110,506.73",2,13846.15385,
0x291d5aaab8f4cfe3af2e97c4d66915b4c24e72b1,"110,240.98",2,13846.15385,
0x6bcb0d83cc1096670abaa2f83d8d2d46b6541df2,"109,394.84",2,13846.15385,
0x847d46c98d7202c24c5022b4d110216e4707fb83,"108,357.32",2,13846.15385,
0xcc1319685209a7708c39cbf1bc1177903ab33fa0,"108,335.84",2,13846.15385,
0x99a13f8ebc7fadb53a92c68b347760f1460e094a,"107,687.77",2,9230.769231,
0xedaed0522fe6bec64a41bdcad13642c6a03897ba,"107,540.84",2,9230.769231,
0xde0e2067ad2a1d6d3d0125f17fb8ab29c0057b4b,"107,371.15",2,9230.769231,
0xc54a55befa1fd16e1ef8fd2005a08481caefcf4b,"107,254.73",2,9230.769231,
0xd24cdb13a31a09689f023c1ff9c0577fcf51cde9,"106,988.99",2,9230.769231,
0x8e6aa910f593cf952b9ef2eb6977849533b53fb6,"106,958.71",2,9230.769231,
0xc974656047ae876d47f4511ebbd8dc8c2d937c8c,"106,676.91",2,9230.769231,
0xb261a9577063f57ebdc7663ee2c30bb9d0162deb,"104,679.65",2,9230.769231,
0xe605659ba16c21fce07029a1dc4abc1037307d9c,"103,816.06",2,9230.769231,
0x1cce837c4ab2d9dd44fabe503d213c992eb67cbb,"103,281.73",2,9230.769231,
0x347d361e401fbe520474fefabc150f5f914ed31a,"101,467.23",2,9230.769231,
0x650f26ef6408bedf8ad6ce255ace369b19cef331,"101,213.50",2,9230.769231,
0xf00bd11bf7c06ad80676a08f399b592b8b873502,"101,178.89",2,9230.769231,
0x394e182b076cebb9f27a63c1d032325fde5a14fb,"100,554.32",2,9230.769231,
0x24f67d9db1b40b591e9b83e17dc2f4456f31bb27,"100,490.93",2,9230.769231,
0x83e6db752e1f5ec8bd1341c48f60e193689035f8,"98,398.30",2,9230.769231,
0x7cfcd549a8142febde1eeb005307f14374320722,"98,113.65",2,9230.769231,
0x5ea099110c8de9b39ae86e1915cd89a015168248,"97,495.67",2,9230.769231,
0xd9e9e22b308478e2e7196d6fa72b981705852ba5,"97,482.48",2,9230.769231,
0x5e50dcc5652ffbd7bdfbc3e50a7f587196a856ca,"96,771.41",2,9230.769231,
0x53035b201b041452267903b04863e52af2efc337,"96,449.87",2,9230.769231,
0xd3d73b7f2cf645d748d2762ac3175106fac671df,"96,327.92",2,9230.769231,
0x9a3b136c35909946451f18ea355a411bf69cc4da,"96,077.86",2,9230.769231,
0xee36000d5d7195a6b452cb44191fdeca49e5edf3,"95,315.45",2,9230.769231,
0x9f576731650285c90fd3ff209cc452a4255a3538,"95,302.53",2,9230.769231,
0x0dfd6a23fc50b2580117074d1bd1bac26c4b207a,"94,810.86",2,9230.769231,
0xb15c938cb816759ccede926ad43fe489c4d0861b,"94,542.69",2,9230.769231,
0xec02e674460b954247fe73b7d549e7f5f9250983,"94,194.02",2,9230.769231,
0x56786e13ddd7cd48fec8e570e031ee469a922c16,"93,868.65",2,9230.769231,
0xb515c4c4bc685b3ee0e16c3d43042d37b7a3b290,"93,854.07",2,9230.769231,
0x1a7d90e4952a0085c2704c2ea075ca45f036f459,"93,619.24",2,9230.769231,
0xba77a7bdb15940ddd981d266ae052f5bc9a0ea13,"93,337.16",2,9230.769231,
0x8d1f94a17ee8f3c6094cf6ba4ff1ced8152a94bd,"92,449.23",2,9230.769231,
0x8825cf1d33cff7c51801a584e815d24560576d9e,"92,021.81",2,9230.769231,
0xded216a5b1e0b036b0da86489f21bddccef11458,"91,793.11",2,9230.769231,
0x8450f110e2311ff111faa21582fa11458cf2a49f,"90,100.25",2,9230.769231,
0x92249e76237987f2ff679f32189ae90fea508ba1,"89,857.53",2,9230.769231,
0x139a7368b05d5b938608ea0a4a71269eb7c0e818,"88,511.69",2,9230.769231,
0x962b9892e4a9609dc75e4ba1701e1f40eae79127,"87,885.43",2,9230.769231,
0x12632f4ec1966f9c5edd59bbfe3096b1db3b8bd5,"87,799.99",2,9230.769231,
0xbc0d826f32e83ab78a6d3764a6109d337c378504,"87,784.60",2,9230.769231,
0x356c043fc1b01ba6257b442a174907b3ccf8f18a,"87,300.19",2,9230.769231,
0x667ce55df9f8961fd5d4ead60fa56e5cca921950,"87,125.68",2,9230.769231,
0xc5811ddbd4fb95d6a4136c1bf58cd7d83004818d,"86,929.47",2,9230.769231,
0x3310f29bdae5559ea3b9d24b0f7622ddb206550f,"86,535.13",2,9230.769231,
0x60b69af9ac41806e131140ca69b126ccb1ab3a7f,"84,671.73",2,9230.769231,
0x5d44319a643bc6071b8cc4ba0feca9ad04fc93aa,"84,466.06",2,9230.769231,
0x8122412d9cc76fbfcdf0c3ede703c39d78c5d9e8,"83,785.29",2,9230.769231,
0x1413c02aebe46ca49fb271f6460c695267b3b1e3,"82,650.49",2,9230.769231,
0x02127b7a45a6b98b77b81f7a45f3c85aa4383579,"82,405.09",2,9230.769231,
0xaa8ebc58540f6f9a2ea512465e13863df5c327d7,"81,727.32",2,9230.769231,
0x54e14ef4fbf1759c80aff8a2745282abcb431c1b,"81,552.71",2,9230.769231,
0xcf928e7d433be1a502ff1d7c998e7a16286b93f3,"81,483.30",2,9230.769231,
0xdd3ded2218e67be97da17e7e2406378fa198efa9,"81,240.03",2,9230.769231,
0x23257c698048bef6e3df88361c549c7a82b2bc97,"81,137.70",2,9230.769231,
0xd77e743342b18b15ffcdc1abaaa763b3d705615a,"81,024.61",2,9230.769231,
0xa9d7456b221103aaa3dd9e5c8e27b35c3fe97ca4,"80,865.71",2,9230.769231,
0x14b36de17134f2f71a05419ee4feb81987d5389b,"78,501.40",2,9230.769231,
0xaad8c1596866877e42ba4cca83305c6e9ed7f470,"77,634.18",2,9230.769231,
0x084fd5127e158ff8227d95ff6899305d51d5bd56,"77,203.52",2,9230.769231,
0x7c61b32eae156b82196551233f57f9b20ef63a70,"77,147.56",2,9230.769231,
0xc1277eb0415f98bdcb8da5a9af91ccb543efe6fb,"76,781.58",2,9230.769231,
0x19decde77c8fb239cb188330486424e42732d2cc,"76,213.77",2,9230.769231,
0x93698d01659adbfedf26207cf53d3206d2ce40b6,"76,207.09",2,9230.769231,
0xbf201aae7e012310b2a0d684bd456027a19e6563,"76,022.94",2,9230.769231,
0x01d68fb87e9c76108536e4b734a3423247755d09,"75,583.95",2,9230.769231,
0xb2dba6629f8b1f4135205f6faabdfe463b12647f,"75,448.50",2,9230.769231,
0x88643c224f37f2bce9532ba8c9765c91cb6d2973,"75,312.53",2,9230.769231,
0x4e648a170307e26bd5c6c92ea06ff7b2652bf3aa,"75,200.61",2,9230.769231,
