addr,amount
0xb49b4a2d614a340818e43c4769a303eeccd040fc,2
0xb55cefed339ffd7fd8801d6b4d87fc54128e67c6,2
0xb5608624790d28fc1cfdca514cc7b1522855c43c,2
0xb62849ab9f79a05c181057aa72ce8a9ce4ab16c0,2
0xb9bd55eb41a48dd8b3141a09c4c6d829b581cfeb,2
0xba0034e6a3ce5af7be8ce0fd171f200ce0995fbd,2
0xba30b2f2517da4902227ee3fc058a9de3ab481f1,2
0xbb6a0fbe1f1d4d7d3df73efa4dc2888f6dce1736,2
0xbf19dc9e6f4b1fda13ca3e862b25da8afe2fcf58,2
0xc0a6188d31dd003c94c516f6abedb786c7a01f83,2
0xc4db4bc4d72d6120d324c335d56fc7a6822a9718,2
0xc69742add40c9e3c03fac91eb3ddeedd7ce99bf4,2
0xc7e13786d7a46583003a34ec948372fbd9bb172c,2
0xcb5ca3aa4aec244fb4768e78e9ebe5e63126ec41,2
0xcbe2ad8e3d13c6f374730030ce66f92b27f4d26c,2
0xcc3692ff26a84063181e1dee17d4a9694ac771b6,2
0xcc50d925486bd1a9e82a36afb22efa17aba2ca41,2
0xcdc900263011f03a018fed4ae77ca1551c1a199e,2
0xcef76d8b30ee2e99e6d43ff4e64d5bcec46ad492,2
0xcfe7a9e2f7f62bbb0d522a041a8485213cee3351,2
0xd36237884bda43be128f1e53e8e78db0c62aa11c,2
0xd4b15f8cb5848de16e8c42ec2a7dbc33e2910874,2
0xd4f1ace4299fe40566adf8813a46f48bb0383e37,2
0xd8364701942f90ceead227621bb473231f1e1dc2,2
0xd96cb1daa513cc27dc6273fa332b8d87ec56daed,2
0xdb269b9ce6e725521740cf962b7a96484360d5e4,2
0xdb6843e880828c34326894801b253cc8f4e68c34,2
0xdbc5a2c5c88f79f7e134c2d33dc0e61d97ce73f3,2
0xde2d67c54775b9cb0cf0dc08665e3f253a00638c,2
0xe10b447c2b7d9dfd8a946a171217c9abfe411f15,2
0xe4bdee211ac899c7b8b3087796d99372b0de4bd3,2
0xea268972b219519a085a3673d02eba157559d49b,2
0xebc96a35d36936df828f842756ecb491d9c8b7fc,2
0xedd740f63b4b2c6fbf6fa4ab5e73bfab2981e27f,2
0xeeada5b7250a55a9d0fedd4d753da65493801344,2
0xf0180d603e266d8ea792d5ba4a36c552ac37fdbf,2
0xf2604ee1ace111830175ce74f6472261ad103757,2
0xf3b74db5d5a6da832d97bcce293cb9358acacd8f,2
0xf526dd0c231f3339cb161c6a7b37caff81960a07,2
0xf631eae9033f881a35091f221ac20ee0c6b05310,2
0xf78553d6f40989079f75273ba147c13cf419e8b4,2
0xfb9e4e5f995887cfd30f9c6052bcd39cc76b927e,2
0xfdb8907a9989111aa0383d103adf1b4aae4a4ddb,2
0xfdffa5b8848740f9210562d39f14132ee03ab017,2
0x00014111988ee55dbcd8469b02e01cdd9d772849,1
0x00424f585d92f32ecedc5d33d8291736bc8fb4e9,1
0x00653d03b147a663390dd5c5b1a55dc9cc0bd2fd,1
0x006a35cf498028c4cd81856f20caeea120094cc2,1
0x00f5ae692d8934728c6d44211979e43e01da21c4,1
0x0155704a00853ea14090b8e1a925372df92166b7,1
0x0252bf2277ac005d83dea58a34932902356673e5,1
0x02d3b4791c23a01a8d576593ef7af4a8e16cbcbe,1
0x056151caf3f6d9d9f69e67cc0acd12de0aa45934,1
0x05f013faae4229e5600d956bdcf1107b4be6a0f1,1
0x088f32e92750f0321a81442b2894017750cdfd0b,1
0x091b404756f3a6696e8fbd51f96e96dfb18d9abd,1
0x0ae723ff26fb8c056740ed2027c32cce4991c776,1
0x0b0d5b873ffb6339c76f8fc0efcb353163a593c8,1
0x0b46108307c3430f903c7aeeaaa197fef4867259,1
0x0dfe53e37b3cdb098d73e0f4016c12b7f678bebb,1
0x0e177146858f6a380ff77cbea4c5dd1bbcec402f,1
0x0e7045830f563fbc67dad4c30fa4e0171497363f,1
0x0f28815d7aac89b02bab45148b77ee2dca1198a7,1
