addr,amount,class,reason,community
0x3e4f9a9f9428b83e8b866a376a19fcd3bd8361fc,1,dead,never-sent,carta-beta-gang
0xc9ec2c54a4b8a6e32135a997e8cc36805eea288f,1,dead,never-sent,carta-beta-gang
0x22dfaca0f13d668f3656d949ce27722166503d2d,1,dead,contract,carta-beta-gang
0xef96055f9e3bce00d2adfbc2016c2540b1308baa,1,dead,never-sent,carta-beta-gang
0xddfc2af4f08e6bfc666c63b2b81c9992b27b24d6,1,dead,never-sent,carta-beta-gang
0xf8eeca7964cfde8c34633aa921f1b911fbb5e5f6,1,dead,never-sent,carta-beta-gang
0x6925725a19d6b6c5bda5ec8d4797b7af54e1b3cb,1,dead,never-sent,carta-beta-gang
0xcc27b7dcda0b86e37062bc8ce4c9672f094ba148,1,dead,never-sent,carta-beta-gang
0x03ccdac0ce3a18cb87d623e1519eeb07bb89622d,1,dead,never-sent,carta-beta-gang
0x0ba780640448b85f9f30a4098f7dddb06f27d35e,1,dead,never-sent,carta-beta-gang
0x7ae76bfc1db0f8cea1f70b027fb9f64e2d4dcc64,1,dead,never-sent,carta-beta-gang
0xf2f555bc3c5679c2eef01c4330e87153b13d5df9,1,dead,never-sent,carta-beta-gang
0x10c794b013e7527ea2bd17af38e93b340c4e9a60,1,dead,never-sent,carta-beta-gang
0x5a41c4973a5952c8095c19c48fd543502806f8d8,1,dead,never-sent,carta-beta-gang
0xb5ee896001a5722b5d1c01398c9a0810278956fe,1,dead,never-sent,carta-beta-gang
0x835e3752eef72ba0d9b377b33fb64fbe04d93bd0,1,dead,never-sent,carta-beta-gang
0x6855fa6d729945fd84a8c27b42960773bed604b5,1,dead,never-sent,carta-beta-gang
0xb47604a52b4d335efe92d17db60dc45432daa304,1,dead,never-sent,carta-beta-gang
0x2296f7f0b322443623da430287c1cac2b2ed5fd9,1,dead,never-sent,carta-beta-gang
0x0bba2ea1c835db00163fc52820e01e00f33a015a,1,dead,never-sent,carta-beta-gang
0xca3f07b2b83cc4eaed285fa508af5c21a32b9d3a,1,dead,never-sent,carta-beta-gang
0x59a63b6f76abc0748a799669220e3458a452e61c,1,dead,never-sent,carta-beta-gang
0xa888cb92a056210e57df09387806ad57fc1bd09f,1,dead,never-sent,carta-beta-gang
0x637d3b8856bc8904a481d13a6c8aea6db1502272,1,dead,never-sent,carta-beta-gang
0x423334c098c9b1570fde589fa62d94a965c496ba,1,dead,never-sent,carta-beta-gang
0x6cfe48091a647a4818f28d90ce45feb6b25001b8,1,dead,never-sent,carta-beta-gang
0xadedab2117b3080041443c0be21f5fbeb7a46b60,1,dead,never-sent,carta-beta-gang
0x613bbac30c7894cc1af1389f5f598ade2dc083ae,1,dead,never-sent,carta-beta-gang
0x9a72a23f411a6fc2525aac9fd8c1c1453cb1a455,1,dead,never-sent,carta-beta-gang
0xd2b995f05c1ead858cfc1719a8e5957085512d8f,1,dead,never-sent,carta-beta-gang
0x0fbded7b16ffa17f38b9c188e53d3817582e89f9,1,dead,never-sent,carta-beta-gang
0x2dd1736491693517e4db5798615f53bba7cac86d,1,dead,never-sent,carta-beta-gang
